1,2
neutral,"한쪽이 집착이 심할 때.
"
neutral,"그건 나 이전 학교 다닐 때 CC가 있었는데 그 남자 동기가 아무도 못 만나, 남자 동기도 못 만나고 여자 동기도 못 만나고 완전히 차단된 느낌? 
"
neutral,"그러면서 이제 이상한 소리도 돌고 여자가 막 u/ 그런 소리도 돌고 그랬던 거 같애.
"
neutral,"언니가 어릴 때 자다가 막 갑자기 일어나가지고 막 막 문 앞을 나갔을 때가 있었어.
"
neutral,"그래가지고 어 b/ 분명 자는데 눈도 감고 있 감고 있었는데 막 그냥 막 나가네 그때 시간이 한 12시가 넘었나? 
"
neutral,"어 언니 어디가 했는데 대답도 안 하는 거야.
"
neutral,"그래서 따라갔는데 계단까지 막 내려가네.
"
neutral,"b/ 어 저거 분명 자고 있는 거 같은데.
"
neutral,"뭐 거의 막 1층 밑에까지 따라갔다가 보니까 다시 막 올라와.
"
neutral,"집에 다시 막 들어가서 방에까지 들어가서 바로 누워서 그냥 자는 거야, 아무 일 없다는 듯이.
"
neutral,"난 기억이 안 나지.
"
neutral,"그치, 근데 나중에 물어보니까 기억이 안 난다고 하더라고.
"
neutral,"너무 어릴 때라.
"
neutral,"그니까 이게 기면증 아니면 막 아 몽유병이라고.
"
neutral,"몽유병 그 어릴 때 그렇게 하고 고등학교 때?
"
neutral,"그때도 한번 그 왔다 갔다 어 자다 인나가지고 그렇게 하고 이제 니가 l/ 일 다닐 때 스트레스 때문에 좀 이렇게 잠꼬대 같은 걸 많이 했지.
"
neutral,"어 그 그 뒤로도 막 어 맞어.
"
neutral,"으응 이도 갈고 잠꼬대도 좀 심하게 어 했지.
"
neutral,"u/ 이도 간다고 하더라고. 
"
neutral,"근데 이제 본인 본인은 모르는 거잖아.
"
neutral,"기억을 못 하지.
"
neutral,"대화까진 아니고 그냥 이렇게 혼잣말? 
"
neutral,"혼잣말처럼 하더라고.
"
neutral,"이 갈면서 이를 좀 심하게 갈았어.
"
neutral,"응 이를 좀 심하게 갈아가지고 스트레스 때문에 좀 잠꼬대한다고 생각했지. 
"
neutral,"내가 그것 땜에 응 그것 땜에 치과 가서 마우스피스도 막 맞추고 그랬잖아.
"
neutral,"이 가는 거랑 응.
"
neutral,"그니까 일 다닐 때만 그러고 이제 일 안 할 때는 그렇게 심하지 않더라고, 그런 건 없더라고. 
"
neutral,"뭐 잠꼬대나 이 가는 거나 그런 건 없었어, 스트레스를 안 받으면은 그런 게 없었던 거 같애.
"
happy,"으응 난 처음 듣네.
"
neutral,"b/ 아니 심했지.
"
neutral,"좀 심하게 하더라고. l/
"
neutral,"어어 아 지금도 코 곤다고 하더라고.
"
neutral,"나도 막 나는 몰랐는데 응.
"
neutral,"어어 아니 이제 잠꼬대하는 거는 어 좀 심했지. 
"
neutral,"일 다닐 때 일 다닐 때 일 다닐 때만 하고 근데 나도 이제 지금은 안 그러는 거 같은데?
"
neutral,"아 지금은 같이 안 사니까.
"
neutral,"그니까 l/ 아니 엄마랑도 많이 그 스트레스 받을 때에는 좀 많이 하더라고 잠꼬대랑. 
"
neutral,"아빠는 좀 코 고는게 심하고.
"
neutral,"긍게 아빠가 코를 많이 고니까 엄마가 맨날 나와서 자잖아.
"
neutral,"으으응 아빠는 좀 심하지.
"
neutral,"나도 막 밖에서 막 들리더라고, 코골이 하는 소리가 막 밖에까지 들리고. l/
"
neutral,"못 자겠더라고.
"
neutral,"맞아 트럭 지나가는 소리가 막.
"
neutral,"응 같이는 응 못 자겠더라고.
"
neutral,"그니까 그게 심하면 나중에 뭐 안 좋다고 하더라고.
"
neutral,"맞어 병원도 한 번 가봐야 하는데 응.
"
neutral,"응 너무 심하면 어 숨도 잘 못 쉬는 거 같던데 이렇게 자다가.
"
neutral,"맞어, 무호흡 무호흡증 막 몇 분 한 한 30초는 막 기 무 어어.
"
neutral,"그니까 그게 좋은 게 아니라고 하더라고.
"
neutral,"나중에 아빠도 그러는데.
"
neutral,"고쳐 봐야 하는데 병원을 안 가네.
"
neutral,"스트레스 받는 게 있나 부지.
"
neutral,"잘 모르겠네. l/
"
happy,"l/ 그건 병원에 가봐야 알 거 같아.
"
neutral,"근데 요새는 잠꼬대랑 안 하잖아.
"
neutral,"잠꼬대는 안 하는데 코를 많이 골지. 
"
neutral,"어 그건 피곤해서 그래 피곤해서.
"
neutral,"피곤해서 그러고.
"
neutral,"근데 진짜 아까 그 컬투쇼 같이 보면 코골이 하면서 통화할 때도 있어.
"
neutral,"은혜가 보면 u/ 시댁 가가 지고 이제 시 시어른들이 명절이든 제사든 이제 지내잖아.
"
neutral,"그때 보면 어른들이 이제 애기도 있는데 애기가 이제 한 7개월 됐나? 
"
neutral,"되게 갓난아이어서 몸도 못 움직이는데 애기 그냥 방에다가 놓고 너는 너는 며느리니까 너는 이제 결혼을 이미 했으니까 우리 집 사람이다 하고 와서 일을 하라고.
"
neutral,"애기는 그냥 혼자 알아서 놀테니까 그냥 방에다 두고 너는 그냥 뭐 집 그냥 주방에 와서 일을 하라고 막 하더라고.
"
neutral,"당연한 듯 듯이 막.
"
neutral,"으응 옛날 사람이니까.
"
neutral,"어 진짜 옛날 사람이야.
"
neutral,"으응 원래 좀 많이 보수적이시잖아.
"
neutral,"우리 아빠도 보수적이지만.
"
neutral,"응 뭐 그렇게 나이가 많은 것 같지는 않은데 막 보수적이더라고, 그런 사람들이 많더라고.
"
neutral,"으응 b/ u/ 우리 아빠도 보수적이잖아. l/
"
neutral,"그니까 나 우리 아빠 보는 줄 알았어, 우리 부모님하고 완전 똑같은 막.
"
neutral,"왜냐면 많이 응.
"
neutral,"언니는 응.
"
neutral,"언니는 그런 일.
"
neutral,"나는 그런 일이 없는데 내 생각에는 음 힘들 거 같은데? 
"
neutral,"내가 은혜라면.
"
neutral,"힘들지 l/ 애기는 방에서 뭐 혼자 놀다가 뭐 다칠 수도 있고.
"
neutral,"그런 생각을 이제 못하시고 그냥 그것만 제사 이제 그런 것만 신경 쓰시는 거잖아.
"
neutral,"그니까 왔으니까 무조건 그냥 일해라.
"
neutral,"일을 해야 된다 뭐 너는 며느리니까 막 이런 식으로 얘기를 하더라고.
"
neutral,"며느리 그거 역할만 이제 보시고 그 생각만 하시고 애기 생각은 못 하시는 거잖아.
"
neutral,"애기 없으면 애기 낳아야 된다고 막 뭐라고 하시면서 정작 낳고 나니까 막 너는 막 왔으니까 일해라 애기는 보지 말고.
"
neutral,"언니는 그런 일 없어 뭐 주변에서? 
"
neutral,"주변에서 많지.
"
neutral,"은영이 같은 경우도 그 아 아버지가 아들 그니까 걔가 딸 하나고 아들 둘인데 아들만 이렇게 u/ 뭐지?
"
neutral,"고 대학교 같은 거랑 뭐 취업할 때 이렇게 도움 주는 거나 다 아들한테만 이렇게 다 어 도움을 주고 딸인 걔는 정작 아무 도움도 안 줬다고 얘기를 많이 들었거든. 
"
neutral,"그니까 아들이니까 도와주고 딸이니까는 그런 건 전혀 지원을 안 하고.
"
neutral,"좀 많이 생각이 좀 많이 보수적인 거지.
"
neutral,"아들만 아들만 좀 많이 생각한다고 하더라고, 무슨 일이 있어도.
"
neutral,"그니까 그니깐 좀 음 너무 아들만 도와주니까는 좀 많이 서운해하고 좀 b/ 섭섭해하더라고.
"
neutral,"원래 딸이 더 잘하는데. l/
"
neutral,"서운하지.
"
neutral,"딸이라고 이렇게 그런 거 없고.
"
neutral,"그치 상처받고. 
"
neutral,"응 이제 여자니까는 그런 거 없이 그냥 시집이나 가라고. 
"
neutral,"그래도 아들은 결혼하면 그냥 여자친구 막 와이프가 그냥 여자가 뺏어간다고 그러잖아, 그러면 거의.
"
neutral,"아니 인제 나중에 뭐 뭐 제사 같은 거나 그런 건 아들이 챙겨줄 거니까 그래도 아들 챙겨줘야 한다고 도와줘야 한다고 n/ 미리.
"
neutral,"그니깐 좀 옛날분이시라.
"
neutral,"좀 그 생각에 갇혀 계신 거 같애, 옛날 그 생각에.
"
neutral,"지금 지금은 또 틀린데.
"
neutral,"그치 다 생각이 좀 바뀌어야 하는데.
"
neutral,"우리 아빠도 보수적이여가지고.
"
neutral,"그러니까 명절에 안 가면은 왜 안 가냐고 같이 가서 일을 해야지.
"
neutral,"제사 같은 것도 끝까지 해야 한다고 하잖아.
"
neutral,"나중에 이제 경진이 오빠 끝까지 해야한다고.
"
neutral,"나 전에 어렸을 때 되게 막 너구리가 먹고 싶었거든 한 번은.
"
neutral,"c/ 어 너구리 라면이 먹고 싶어가지고 한 번 엄마한테 엄마 나 라면 먹고 싶어 미리 끓여줘 이제 말을 하고 나갔어.
"
neutral,"학교를 갔나, 이제 갔다 와서 이제 막 뭐가 막 집에 오니까 냄새가 막 나는 거야.
"
neutral,"저 보니까 어 막 되게 막 맛있게 라면이 끓고 있더라고.
"
neutral,"그래서 나 나는 빨리 씻고 나와가지고 먹으면 되겠다 했는데 딱 상을 펴고 앉아 앉아서 딱 엄마가 딱 라면을 가지고 오는 거야. 
"
neutral,"그래서 아우 막 나는 막 맛있게 먹어야지 하고 보니까 막 엄청 큰 냄비에 라면을 뭐 한 열 개 끓인 것처럼 엄청 많은 거야.
"
neutral,"엄만 원래 그래.
"
surprise,"그래가지고 나 놀래가지고 이걸 나보고 다 먹으라고?
"
neutral,"그래가지고 b/ 아 내가 괜히 말했나.
"
neutral,"먹고 싶다고 하면은 좀 한꺼번에 많이 해주더라고.
"
neutral,"엄마 엄청 큰 냄비에다가 응. b/
"
neutral,"다시는 l/ 다시는 응 응 으응. 
"
happy,"l/ 다시는 다시는 말 못 꺼내게 l/ 아우 b/ 어어.
"
neutral,"라면도 그렇고 뭐 뭘 하든 먹고 싶다고 하면은 좀 양을 많이 해가지고 좀 푸짐하게 해가지고 주잖아. 
"
neutral,"응 아 그 그 이후로 진짜 다시는 라면 끓여달라고 안 하잖아.
"
neutral,"그니까 지금은 많이는 안 하는데 예전에는 좀 많이 했던 거 같애, 세네 개씩. 
"
neutral,"한번 끓여달라고 하면.
"
neutral,"그렇게 하고 근데 엄마가 원래 음식을 잘 하니까.
"
neutral,"근데 맛있게 잘 하니깐은 해달라 그랬는데 그냥 어우 그렇게 막 너무 많이 하니까 질리더라고.
"
neutral,"으응 그니까 좋아한다고 하니깐 좀 많이 해줬나 봐, 질리도록 많이 먹으라고.
"
happy,"으응, 응 다시는 해달라고 l/ 말 못 하게. l/
"
neutral,"응 아니 근데 누가 됐든지 간에 먹고 싶다고 하면은 그 양을 되게 많이 해서 주긴 하더라고. 
"
neutral,"그때 서울에서 언니 놀러 왔을 때도 보면은 되게 진짜 많이 해가지고 꼭 푸짐하게 해서 주더라고 언니도.
"
neutral,"그니까 u/ 또 남으면 아까운데.
"
neutral,"으응 그리고 엄마는 꼭 밥을 안 하면 안되게 하잖아. 
"
neutral,"꼭 밥을 하잖아, 매 끼니 때마다. 
"
neutral,"그걸 되게 중요하게 생각하는 거 같애.
"
neutral,"많이 하면 버려야 되는디.
"
neutral,"버려도 꼭 하더라고 밥을.
"
neutral,"밥을 안 먹으면은 안 될 거 같나 봐.
"
neutral,"진짜 중요하게 생각하더라고 밥하는 거를.
"
neutral,"그래서 맨날 너 걱정하잖아, 밥 잘 먹고 있는지.
"
neutral,"반찬 같은 것도 너 좋아하는 거 위주로 해가지고 갖다주고.
"
neutral,"응 조림 같은 거 이제 그런 거 좋아하는 거 위주로.
"
neutral,"나도 밥하기 싫으니까 막 한 번씩 해주면은 맛있 맛있고 그냥 편하고.
"
neutral,"그렇게 해주면 좀 도움은 되지, 이제 엄마가 해줘서 갖다주면 그래도 응.
"
neutral,"나는 못하는데. l/
"
neutral,"응 많이 챙기더라고.
"
neutral,"u/ 제주도 갔을 때는 또 밥할 일은 없었는데 잘 먹고 다녀가지고 좋아했던 거 같애, 응.
"
neutral,"아 그 사, 사 먹으면 편하지. 
"
neutral,"으응 그니까 간만에 이제 밥 안 하고 계속 사 먹으니까 좋아는 하시는데 맛있게 잘 먹었지. 
"
happy,"좋아는 하시는데 돈 아깝다고 할 줄 알고.
"
neutral,"으 l/ 응 그니까. 
"
neutral,"뭐가 제일 맛있었어?
"
neutral,"어 고 고기로 잘하 하고 잘하는 거? 
"
neutral,"음 엄만 엄마는 찌개 잘하지, 국이랑. 
"
happy,"응, 하긴 너무 많아서 못 골라. 
"
neutral,"뭐 국이랑 매일매일 끓이니까 아빠 때문에 매일매일 끓이니까.
"
neutral,"그래도 나는 계속 엄마 밥 먹으니까.
"
neutral,"응 이게 익숙해서.
"
neutral,"응응 너는 이제 잘 못 먹잖아.
"
happy,"그니까 나는 이제 어쩌다 먹으니까 더 맛있지.
"
neutral,"이제 기계랑 만약에 같이 뭐 살아 살거나 만약에 내 아들로 막 갑자기 온다면은.
"
neutral,"b/ 뭔가 어색하면서 되게 그래도 좀 잘 지내려고 노력을 하지 않을까.
"
neutral,"애완견 같은 것도 괜찮을 거 같은데 있으면. n/ 
"
neutral,"그니까 나는 응. 
"
neutral,"실제 애완견은 안 좋아하는데 이제 기계는 그래도 만지는 데 있어서 어 덜 두려울 거 같기도 하고 또 인공지능으로 만든 거라.
"
neutral,"응 무섭진 않 응.
"
neutral,"어 엄마 엄마 같은 경우도 있으면 좀 덜 외로울 거 같은데. 
"
neutral,"그런 어 애완견식으로 이렇게 데리고 있으면.
"
neutral,"애완견은 좋을 것 같애.
"
neutral,"응 이제 실제 동물은 별로 이제 우리가 안 좋아하니까.
"
neutral,"사건사고도 너무 많이 나가지고 물고 막 죽이고 막 하니까.
"
neutral,"이거 기계라 그런 일은 없을 거 같애.
"
neutral,"그냥 생기면 좋을 거 같은데?
"
neutral,"만약에 있다면은 데려올 응.
"
happy,"말도 응 어 말도 잘 듣고.
"
neutral,"응 권용이 하고도 잘 어울릴 거 같고.
"
neutral,"응 애가 다치지 않고 친구도 될 수 있을 거 같고.
"
neutral,"워낙에 개 좋아하니까 n/ 그런 식으로라도 같이 지내면 좋을 거 같애.
"
neutral,"응 안전하니까.
"
neutral,"아니면 나중에 뭐 치매 쪽으로 해가지고 그런 AI 쪽 그런 간병인도 로봇이 이렇게 해줄 수 있는 게 나온다고는 하는데 아직은 안 나왔는데 나중에 이제 나올 가능성이 있다고 하더라고. 
"
neutral,"그렇게라도 으 쓰면은 좋을 거 같기도 하고.
"
neutral,"근데 좋은데 이제 사람들 일자리가 좀 많이 줄겠네.
"
neutral,"근데 근데 그런 힘든 일 같은 응 같은 응 대체로 하면은 좋을 거 같은데 그런 AI가.
"
neutral,"근데 힘든 일은 응 대신해주니까.
"
neutral,"응 그런 거 말고도 다른 것도 많이 있으니까 대체할 수 있는 게, 일자리는 좀 줄어들어도.
"
neutral,"대신 이제 응.
"
neutral,"근데 이제 뭐 감정을 갖는다거나 기계가 그러면 무서울 거 같기는 해.
"
neutral,"그러니까.
"
neutral,"솔직히 기계가 감정을 가지기는 어렵잖아.
"
neutral,"하긴 공감능력도 혹시나 막 이렇게 뭘 얘기하면은 아 뭐 공감 능력이 된다거나 뭔가 그냥 벽하고 얘기하는 것 같을 수도 있고.
"
neutral,"근데 이제.
"
neutral,"뭐 그런 긍정적인 부분에서는 괜찮은데 이제, 그런 부분에서는 좋지. 
"
neutral,"공 사람 말에 공감하거나 같이 이렇게 들어주거나 그런 기능이 있으면 너무 좋지. 
"
neutral,"AI가 그렇게 된다면.
"
neutral,"그런 좋은 쪽으로.
"
neutral,"힘든 일 좀 많이 좀 해주고.
"
neutral,"응 아까 영화처럼 이렇게 뭐 누가 그렇게 사망을 해서 기계로 대체 그렇게 된다면 난 할 거 같은데.
"
neutral,"나중에 이제 엄마나 엄마나 아버지나 n/ 어 그렇게 된다면은 좀 그렇게라도 그렇게라도 볼 수 있으면 좋을 거 같애.
"
neutral,"나도 할 거 같애 응. 
"
neutral,"그런 식으로라도.
"
neutral,"응 그래서 좀 많이 발전했으면 좋겠어.
"
neutral,"AI 그쪽 기계가 인공지능? 
"
neutral,"그쪽으로?
"
neutral,"많이 발전하면 좋지, n/ 장점이 있는데 이제 반면에 일자리가 많이 없어지는 단점이 있네.
"
neutral,"단점도 있겠지, 근데 그래도 응 일단은 그런 거 생각하면은 좀 빨리 그런 게 나왔으면 좋겠다 라는 생각은 들어.
"
neutral,"그쪽으로 인공지능 쪽으로 차도 뭐 자율 주행 차도 그것도 AI 아닌가? 
"
neutral,"아니 그쪽으로, 자동? 
"
neutral,"그치 자동 되는 게 있으면 내가 이제 응 운전 못해도 이제 알아서 해주고.
"
happy,"나는 전에 오락실에 이제 언니랑 같이 그 게임을 하러 갔어.
"
neutral,"이제 어어 언니랑 같이 게임을 하러 그 갔는데 u/ 내가 그때는 펌프를 좋아했어.
"
surprise,"내가 내가? 
"
happy,"DDR l/ DDR 펌프를 좋아해가지고 하다가 이제 막 누가 이제 말을 걸어. 
"
